country,site,latlong,expenseGroup,expenseSubGroup,baseline
New Zealand,Auckland DC,"-36.84846,174.763332",Grounds Maintenance,3100 Road/Ground-Landscaping,3147
Singapore,Jurong,"1.364434,103.775263",M&E Equipment,1400 Bldg R/M-Electrical Maint,3086
Thailand,Lad Krabang,"13.722049,100.784157",Catering,8025 Catering - Equipment,2973
India,Baddi,"30.957826,76.791356",Catering,8032 Vending,2945
Australia,State Sales Offices,"-37.814107,144.96328",Catering,8032 Vending,2897
Australia,South Wharf,"-37.824997,144.951999",Catering,8032 Vending,2864
New Zealand,Avondale,"-36.894517,174.696524",Catering,8025 Catering - Equipment,2843
Australia,Claremont,"-31.981633,115.781288",Catering,1910 Maint-Kitchen Equpt,2803
New Zealand,Dunedin,"-45.87876,170.502798",Catering,8032 Vending,2794
India,Mumbai EC,"19.030029,72.861308",Catering,1910 Maint-Kitchen Equpt,2788
Australia,Port Melbourne,"-37.836926,144.94455",Catering,8024 Catering - Hospitality,2778
Australia,South Wharf,"-37.824997,144.951999",Catering,8025 Catering - Equipment,2767
New Zealand,Dunedin,"-45.87876,170.502798",M&E Equipment,1306 Lighting Cntrl Sys Maint,2755
Singapore,Jurong,"1.364434,103.775263",Building Fabric,1201 Goods Elevator Maint,2704
Australia,State Sales Offices,"-37.814107,144.96328",Building Fabric,1201 Goods Elevator Maint,2670
New Zealand,Auckland DC,"-36.84846,174.763332",Catering,8024 Catering - Hospitality,2666
Australia,State Sales Offices,"-37.814107,144.96328",Catering,8025 Catering - Equipment,2625
New Zealand,Auckland DC,"-36.84846,174.763332",Building Fabric,1800 Int-Bldg Repair&Maint,2617
Australia,Port Melbourne,"-37.836926,144.94455",Building Fabric,1200 Bldg R/M-Elev/Escltr Mnt,2615
Australia,Dandenong VDC,"-37.98746,145.214861",Catering,8025 Catering - Equipment,2612
New Zealand,Auckland DC,"-36.84846,174.763332",Catering,8032 Vending,2609
Australia,Claremont,"-31.981633,115.781288",Grounds Maintenance,3402 Grounds - Walkway,2603
New Zealand,Avondale,"-36.894517,174.696524",Catering,8032 Vending,2550
New Zealand,Dunedin,"-45.87876,170.502798",M&E Equipment,1303 Building Chiller Maint,2533
Singapore,Jurong,"1.364434,103.775263",Catering,8025 Catering - Equipment,2470
Singapore,Keppel Bay Towers,"1.352083,103.819836",Catering,1910 Maint-Kitchen Equpt,2465
Singapore,Keppel Bay Towers,"1.352083,103.819836",M&E Equipment,1400 Bldg R/M-Electrical Maint,2373
New Zealand,Avondale,"-36.894517,174.696524",Catering,1910 Maint-Kitchen Equpt,2371
Australia,State Sales Offices,"-37.814107,144.96328",M&E Equipment,1600 Maint-Plumbing,2367
Australia,Claremont,"-31.981633,115.781288",Catering,8032 Vending,2357
Australia,Ringwood,"-37.814262,145.227386",Cleaning,0401 Cleaning Supplies & Mats,2194
Australia,South Wharf,"-37.824997,144.951999",Catering,8024 Catering - Hospitality,2194
India,Mumbai EC,"19.030029,72.861308",Catering,8025 Catering - Equipment,2178
New Zealand,Auckland DC,"-36.84846,174.763332",Catering,1910 Maint-Kitchen Equpt,2096
Thailand,Lad Krabang,"13.722049,100.784157",Catering,8032 Vending,2075
Australia,South Wharf,"-37.824997,144.951999",Catering,1910 Maint-Kitchen Equpt,2058
Australia,State Sales Offices,"-37.814107,144.96328",Catering,1910 Maint-Kitchen Equpt,2047
Australia,Ringwood,"-37.814262,145.227386",Catering,8025 Catering - Equipment,2045
New Zealand,Avondale,"-36.894517,174.696524",Catering,8021 Canteen / Restaurant,2040
Australia,Scoresby,"-37.898567,145.230362",Catering,1910 Maint-Kitchen Equpt,2037
Australia,Dandenong VDC,"-37.98746,145.214861",Catering,8032 Vending,2034
Australia,Port Melbourne,"-37.836926,144.94455",Catering,8025 Catering - Equipment,2020
Australia,South Wharf,"-37.824997,144.951999",Building Fabric,1500 Maint-Strct/Roof,2016
India,Mumbai EC,"19.030029,72.861308",FM management & administration,5720 IT Maintenance,1988
New Zealand,Avondale,"-36.894517,174.696524","E, H, S & Q, compliance",8218 Health and Safety Srvcs,1988
India,Baddi,"30.957826,76.791356",Grounds Maintenance,1804 Interior - Plants,1984
New Zealand,Dunedin,"-45.87876,170.502798",Employee Convenience Services,8272 Courtesy Transport Srvcs,1984
Australia,South Wharf,"-37.824997,144.951999",Grounds Maintenance,3403 Grounds - Lighting,1980
India,Baddi,"30.957826,76.791356",Catering,1910 Maint-Kitchen Equpt,1977
Australia,South Wharf,"-37.824997,144.951999",FM management & administration,8200 Call Center,1973
Australia,Ringwood,"-37.814262,145.227386",Grounds Maintenance,3500 Roads,1972
Thailand,Lad Krabang,"13.722049,100.784157",FM management & administration,8200 Call Center,1972
Australia,Dandenong VDC,"-37.98746,145.214861",Grounds Maintenance,3500 Roads,1971
Australia,Port Melbourne,"-37.836926,144.94455",Grounds Maintenance,1804 Interior - Plants,1970
India,Mumbai EC,"19.030029,72.861308",FM management & administration,8126 Office Equipment Mgt,1966
New Zealand,Avondale,"-36.894517,174.696524",Employee Convenience Services,8270 ATM Machine Services,1966
Australia,Scoresby,"-37.898567,145.230362",Grounds Maintenance,3402 Grounds - Walkway,1962
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,8240 Stock/InvControl Services,1952
Thailand,Lad Krabang,"13.722049,100.784157",FM management & administration,5721 IT Maximo,1952
Australia,South Wharf,"-37.824997,144.951999",FM management & administration,5720 IT Maintenance,1950
India,Mumbai EC,"19.030029,72.861308",Employee Convenience Services,8272 Courtesy Transport Srvcs,1948
Singapore,Jurong,"1.364434,103.775263",FM management & administration,5000 Admin Support Services,1948
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,8205 Helpdesk Services,1941
Thailand,Lad Krabang,"13.722049,100.784157",FM management & administration,5720 IT Maintenance,1941
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,5721 IT Maximo,1939
Singapore,Keppel Bay Towers,"1.352083,103.819836",Grounds Maintenance,3400 Roads/Grounds - Other,1939
Australia,South Wharf,"-37.824997,144.951999",FM management & administration,5402 Prof Fees-Consltng Srvcs,1933
Australia,Ringwood,"-37.814262,145.227386",Employee Convenience Services,8272 Courtesy Transport Srvcs,1925
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,8240 Stock/InvControl Services,1925
Australia,Ringwood,"-37.814262,145.227386",Building Fabric,1200 Bldg R/M-Elev/Escltr Mnt,1914
Australia,South Wharf,"-37.824997,144.951999",Employee Convenience Services,8270 ATM Machine Services,1910
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,8240 Stock/InvControl Services,1910
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,5721 IT Maximo,1900
Australia,Dandenong VDC,"-37.98746,145.214861",Grounds Maintenance,3403 Grounds - Lighting,1893
India,Baddi,"30.957826,76.791356",M&E Equipment,1431 UPS System Maintenance,1891
Singapore,Jurong,"1.364434,103.775263",Grounds Maintenance,3500 Roads,1887
Singapore,Keppel Bay Towers,"1.352083,103.819836",Employee Convenience Services,6100 Parking Operations,1887
India,Baddi,"30.957826,76.791356",Catering,8021 Canteen / Restaurant,1886
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,5205 Corporate Allocations,1883
India,Baddi,"30.957826,76.791356",Grounds Maintenance,3400 Roads/Grounds - Other,1880
New Zealand,Auckland DC,"-36.84846,174.763332",Employee Convenience Services,8270 ATM Machine Services,1880
Australia,Claremont,"-31.981633,115.781288",FM management & administration,5205 Corporate Allocations,1878
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,8205 Helpdesk Services,1878
India,Baddi,"30.957826,76.791356",Employee Convenience Services,6100 Parking Operations,1874
India,Mumbai EC,"19.030029,72.861308",Grounds Maintenance,1804 Interior - Plants,1874
Australia,Ringwood,"-37.814262,145.227386",Employee Convenience Services,8270 ATM Machine Services,1859
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,8205 Helpdesk Services,1859
Australia,South Wharf,"-37.824997,144.951999",FM management & administration,5205 Corporate Allocations,1853
Australia,State Sales Offices,"-37.814107,144.96328",Security,4203 Secty-Lock & Key Controls,1849
Australia,Claremont,"-31.981633,115.781288",Employee Convenience Services,8272 Courtesy Transport Srvcs,1845
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,8126 Office Equipment Mgt,1845
Australia,Dandenong VDC,"-37.98746,145.214861",Employee Convenience Services,8245 Wellness Center Services,1827
New Zealand,Avondale,"-36.894517,174.696524",Grounds Maintenance,3403 Grounds - Lighting,1827
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,8126 Office Equipment Mgt,1809
Singapore,Jurong,"1.364434,103.775263",Document Management,8250 Records Mgt Services,1809
Australia,Claremont,"-31.981633,115.781288",Employee Convenience Services,8270 ATM Machine Services,1807
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,5721 IT Maximo,1807
India,Baddi,"30.957826,76.791356",Business Continuity & DR,9001 Business Continuity & DR,1803
India,Mumbai EC,"19.030029,72.861308",FM management & administration,5000 Admin Support Services,1798
New Zealand,Auckland DC,"-36.84846,174.763332",Employee Convenience Services,8272 Courtesy Transport Srvcs,1798
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,5402 Prof Fees-Consltng Srvcs,1793
Singapore,Keppel Bay Towers,"1.352083,103.819836",Grounds Maintenance,3402 Grounds - Walkway,1793
Australia,Port Melbourne,"-37.836926,144.94455",Catering,1910 Maint-Kitchen Equpt,1788
Australia,Claremont,"-31.981633,115.781288",FM management & administration,8200 Call Center,1785
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,5000 Admin Support Services,1785
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,8126 Office Equipment Mgt,1785
Singapore,Keppel Bay Towers,"1.352083,103.819836",Catering,8032 Vending,1780
Australia,Claremont,"-31.981633,115.781288","E, H, S & Q, compliance",8218 Health and Safety Srvcs,1779
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,5402 Prof Fees-Consltng Srvcs,1779
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,8126 Office Equipment Mgt,1770
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,5205 Corporate Allocations,1759
Thailand,Lad Krabang,"13.722049,100.784157",FM management & administration,8126 Office Equipment Mgt,1759
Australia,South Wharf,"-37.824997,144.951999",Employee Convenience Services,8245 Wellness Center Services,1740
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,8205 Helpdesk Services,1740
Australia,Scoresby,"-37.898567,145.230362",Employee Convenience Services,8272 Courtesy Transport Srvcs,1731
New Zealand,Auckland DC,"-36.84846,174.763332",Grounds Maintenance,3400 Roads/Grounds - Other,1731
Australia,Port Melbourne,"-37.836926,144.94455",Security,4100 Secty-Fence&Barriers,1729
Singapore,Jurong,"1.364434,103.775263",Employee Convenience Services,8245 Wellness Center Services,1712
Singapore,Jurong,"1.364434,103.775263",FM management & administration,5720 IT Maintenance,1712
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,5720 IT Maintenance,1703
Singapore,Keppel Bay Towers,"1.352083,103.819836",Grounds Maintenance,3403 Grounds - Lighting,1703
Singapore,Jurong,"1.364434,103.775263",FM management & administration,5205 Corporate Allocations,1692
Singapore,Keppel Bay Towers,"1.352083,103.819836",Employee Convenience Services,8270 ATM Machine Services,1692
India,Mumbai EC,"19.030029,72.861308",Catering,8021 Canteen / Restaurant,1691
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,5720 IT Maintenance,1687
Thailand,Lad Krabang,"13.722049,100.784157",Grounds Maintenance,3403 Grounds - Lighting,1687
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,5402 Prof Fees-Consltng Srvcs,1657
India,Mumbai EC,"19.030029,72.861308",Building Fabric,1800 Int-Bldg Repair&Maint,1656
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,5700 Other Admin Expenses,1644
India,Mumbai EC,"19.030029,72.861308",FM management & administration,8200 Call Center,1637
New Zealand,Avondale,"-36.894517,174.696524",Employee Convenience Services,6100 Parking Operations,1637
India,Mumbai EC,"19.030029,72.861308",FM management & administration,5402 Prof Fees-Consltng Srvcs,1635
New Zealand,Avondale,"-36.894517,174.696524","E, H, S & Q, compliance",8215 Env Health and Safety,1635
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,8121 Move Management Services,1623
Singapore,Jurong,"1.364434,103.775263",Employee Convenience Services,8270 ATM Machine Services,1619
Singapore,Jurong,"1.364434,103.775263",FM management & administration,5721 IT Maximo,1619
Australia,Claremont,"-31.981633,115.781288",FM management & administration,5721 IT Maximo,1615
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,5402 Prof Fees-Consltng Srvcs,1615
Australia,Claremont,"-31.981633,115.781288",Building Fabric,1850 Ext-Building Repair&Maint,1608
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,8126 Office Equipment Mgt,1603
Australia,Dandenong VDC,"-37.98746,145.214861",Grounds Maintenance,3400 Roads/Grounds - Other,1598
India,Baddi,"30.957826,76.791356",Catering,8025 Catering - Equipment,1598
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,5720 IT Maintenance,1594
India,Mumbai EC,"19.030029,72.861308",Catering,8032 Vending,1585
Singapore,Jurong,"1.364434,103.775263",Security,4203 Secty-Lock & Key Controls,1582
Australia,South Wharf,"-37.824997,144.951999","E, H, S & Q, compliance",8218 Health and Safety Srvcs,1574
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,8200 Call Center,1574
Australia,State Sales Offices,"-37.814107,144.96328",Grounds Maintenance,3500 Roads,1564
Australia,Dandenong VDC,"-37.98746,145.214861",Catering,1910 Maint-Kitchen Equpt,1546
Australia,Scoresby,"-37.898567,145.230362",Employee Convenience Services,8270 ATM Machine Services,1542
New Zealand,Auckland DC,"-36.84846,174.763332",Grounds Maintenance,3403 Grounds - Lighting,1542
Australia,Scoresby,"-37.898567,145.230362",Employee Convenience Services,8245 Wellness Center Services,1540
New Zealand,Auckland DC,"-36.84846,174.763332",Grounds Maintenance,3402 Grounds - Walkway,1540
Australia,Claremont,"-31.981633,115.781288",FM management & administration,8240 Stock/InvControl Services,1525
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,8200 Call Center,1525
Australia,Dandenong VDC,"-37.98746,145.214861",Catering,8021 Canteen / Restaurant,1524
Australia,State Sales Offices,"-37.814107,144.96328",Catering,8021 Canteen / Restaurant,1508
Australia,Claremont,"-31.981633,115.781288",FM management & administration,8121 Move Management Services,1502
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,5721 IT Maximo,1502
Australia,South Wharf,"-37.824997,144.951999",Grounds Maintenance,3402 Grounds - Walkway,1499
Singapore,Jurong,"1.364434,103.775263",Catering,8021 Canteen / Restaurant,1498
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,5000 Admin Support Services,1482
Thailand,Lad Krabang,"13.722049,100.784157",Grounds Maintenance,1804 Interior - Plants,1482
India,Baddi,"30.957826,76.791356",Document Management,8250 Records Mgt Services,1472
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,5205 Corporate Allocations,1472
Australia,State Sales Offices,"-37.814107,144.96328",Employee Convenience Services,6100 Parking Operations,1466
India,Baddi,"30.957826,76.791356",FM management & administration,8240 Stock/InvControl Services,1466
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,8200 Call Center,1464
Australia,State Sales Offices,"-37.814107,144.96328",Fire and Security Equipment,1700 Maint Fire/Life Safety,1459
India,Mumbai EC,"19.030029,72.861308",FM management & administration,5700 Other Admin Expenses,1456
New Zealand,Auckland DC,"-36.84846,174.763332",Employee Convenience Services,6100 Parking Operations,1456
Australia,Scoresby,"-37.898567,145.230362",Catering,8025 Catering - Equipment,1455
Australia,South Wharf,"-37.824997,144.951999",Employee Convenience Services,6100 Parking Operations,1450
New Zealand,Avondale,"-36.894517,174.696524",Grounds Maintenance,1804 Interior - Plants,1450
Singapore,Jurong,"1.364434,103.775263",M&E Equipment,1306 Lighting Cntrl Sys Maint,1436
Singapore,Jurong,"1.364434,103.775263",Employee Convenience Services,6100 Parking Operations,1436
Singapore,Jurong,"1.364434,103.775263",FM management & administration,8121 Move Management Services,1436
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,8240 Stock/InvControl Services,1434
Thailand,Lad Krabang,"13.722049,100.784157",Fire and Security Equipment,4405 Secty-Intruder Alarm Sys,1434
Australia,Dandenong VDC,"-37.98746,145.214861",Employee Convenience Services,8272 Courtesy Transport Srvcs,1430
India,Baddi,"30.957826,76.791356",FM management & administration,5720 IT Maintenance,1430
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,5000 Admin Support Services,1414
Australia,Dandenong VDC,"-37.98746,145.214861","E, H, S & Q, compliance",8218 Health and Safety Srvcs,1410
New Zealand,Avondale,"-36.894517,174.696524",Grounds Maintenance,3402 Grounds - Walkway,1410
Australia,South Wharf,"-37.824997,144.951999",FM management & administration,5721 IT Maximo,1408
Australia,Ringwood,"-37.814262,145.227386",Catering,8032 Vending,1395
Australia,South Wharf,"-37.824997,144.951999",FM management & administration,8205 Helpdesk Services,1384
India,Mumbai EC,"19.030029,72.861308",FM management & administration,5721 IT Maximo,1381
New Zealand,Avondale,"-36.894517,174.696524",Employee Convenience Services,8245 Wellness Center Services,1381
New Zealand,Auckland DC,"-36.84846,174.763332",Catering,8025 Catering - Equipment,1371
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,8240 Stock/InvControl Services,1370
India,Baddi,"30.957826,76.791356",Grounds Maintenance,3100 Road/Ground-Landscaping,1364
New Zealand,Dunedin,"-45.87876,170.502798",Employee Convenience Services,8270 ATM Machine Services,1364
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,5700 Other Admin Expenses,1361
Singapore,Jurong,"1.364434,103.775263",M&E Equipment,1301 Ventilation System Maint,1360
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,8200 Call Center,1355
Australia,South Wharf,"-37.824997,144.951999",Grounds Maintenance,1804 Interior - Plants,1354
India,Baddi,"30.957826,76.791356",Cleaning,0500 Trash Removal,1354
Australia,Dandenong VDC,"-37.98746,145.214861",Employee Convenience Services,6100 Parking Operations,1343
Australia,South Wharf,"-37.824997,144.951999",Employee Convenience Services,8272 Courtesy Transport Srvcs,1343
India,Baddi,"30.957826,76.791356",FM management & administration,5721 IT Maximo,1343
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,5205 Corporate Allocations,1343
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,8200 Call Center,1341
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,8205 Helpdesk Services,1337
Australia,Scoresby,"-37.898567,145.230362",Catering,8032 Vending,1332
Australia,Claremont,"-31.981633,115.781288",Catering,8025 Catering - Equipment,1329
Singapore,Keppel Bay Towers,"1.352083,103.819836",Cleaning,1801 Interior - Pest Control,1329
Australia,Scoresby,"-37.898567,145.230362",Document Management,8250 Records Mgt Services,1304
New Zealand,Dunedin,"-45.87876,170.502798",Grounds Maintenance,3400 Roads/Grounds - Other,1304
India,Mumbai EC,"19.030029,72.861308",Building Fabric,1850 Ext-Building Repair&Maint,1294
India,Baddi,"30.957826,76.791356",Grounds Maintenance,3402 Grounds - Walkway,1283
New Zealand,Auckland DC,"-36.84846,174.763332","E, H, S & Q, compliance",8218 Health and Safety Srvcs,1283
Australia,Claremont,"-31.981633,115.781288",Document Management,8250 Records Mgt Services,1275
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,5402 Prof Fees-Consltng Srvcs,1275
Australia,Scoresby,"-37.898567,145.230362",Grounds Maintenance,3403 Grounds - Lighting,1275
New Zealand,Dunedin,"-45.87876,170.502798",Grounds Maintenance,1804 Interior - Plants,1275
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,8205 Helpdesk Services,1272
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,5721 IT Maximo,1269
Thailand,Lad Krabang,"13.722049,100.784157",Grounds Maintenance,3400 Roads/Grounds - Other,1269
Singapore,Jurong,"1.364434,103.775263",Employee Convenience Services,8272 Courtesy Transport Srvcs,1265
Singapore,Jurong,"1.364434,103.775263",FM management & administration,8126 Office Equipment Mgt,1265
Australia,Dandenong VDC,"-37.98746,145.214861",Grounds Maintenance,3100 Road/Ground-Landscaping,1263
Australia,Claremont,"-31.981633,115.781288",FM management & administration,5720 IT Maintenance,1244
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,5700 Other Admin Expenses,1244
India,Baddi,"30.957826,76.791356",Employee Convenience Services,8272 Courtesy Transport Srvcs,1236
India,Mumbai EC,"19.030029,72.861308",Grounds Maintenance,3100 Road/Ground-Landscaping,1236
Australia,South Wharf,"-37.824997,144.951999",Grounds Maintenance,3400 Roads/Grounds - Other,1235
Australia,Port Melbourne,"-37.836926,144.94455",M&E Equipment,1906 Appliance Maint&Testing,1232
Australia,State Sales Offices,"-37.814107,144.96328",Catering,8024 Catering - Hospitality,1227
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,5720 IT Maintenance,1226
Australia,Claremont,"-31.981633,115.781288",FM management & administration,5402 Prof Fees-Consltng Srvcs,1214
Australia,Ringwood,"-37.814262,145.227386",Employee Convenience Services,8245 Wellness Center Services,1214
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,8200 Call Center,1214
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,5000 Admin Support Services,1214
Australia,Port Melbourne,"-37.836926,144.94455",Employee Convenience Services,8245 Wellness Center Services,1210
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,5402 Prof Fees-Consltng Srvcs,1210
New Zealand,Dunedin,"-45.87876,170.502798",Security,4300 Security - Monitoring,1199
Australia,Port Melbourne,"-37.836926,144.94455",Employee Convenience Services,8272 Courtesy Transport Srvcs,1191
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,5721 IT Maximo,1191
Australia,Claremont,"-31.981633,115.781288",Catering,8024 Catering - Hospitality,1189
Australia,Port Melbourne,"-37.836926,144.94455",Catering,8032 Vending,1181
Australia,Claremont,"-31.981633,115.781288",Grounds Maintenance,1804 Interior - Plants,1180
Australia,Claremont,"-31.981633,115.781288",Grounds Maintenance,3403 Grounds - Lighting,1180
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,8240 Stock/InvControl Services,1180
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,5205 Corporate Allocations,1180
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,8240 Stock/InvControl Services,1179
Thailand,Lad Krabang,"13.722049,100.784157",M&E Equipment,8133 Maintenance Mgt System,1179
Australia,Port Melbourne,"-37.836926,144.94455",Employee Convenience Services,6100 Parking Operations,1175
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,8126 Office Equipment Mgt,1175
New Zealand,Dunedin,"-45.87876,170.502798",Business Continuity & DR,9001 Business Continuity & DR,1171
Australia,Claremont,"-31.981633,115.781288",FM management & administration,8126 Office Equipment Mgt,1162
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,5720 IT Maintenance,1162
Australia,Port Melbourne,"-37.836926,144.94455",Cleaning,0301 Window Cleaning,1157
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,8121 Move Management Services,1150
Singapore,Keppel Bay Towers,"1.352083,103.819836",Document Management,8250 Records Mgt Services,1150
India,Mumbai EC,"19.030029,72.861308",Employee Convenience Services,6100 Parking Operations,1148
Singapore,Jurong,"1.364434,103.775263",FM management & administration,5402 Prof Fees-Consltng Srvcs,1148
Australia,Scoresby,"-37.898567,145.230362",Grounds Maintenance,3500 Roads,1141
Singapore,Jurong,"1.364434,103.775263",Grounds Maintenance,1804 Interior - Plants,1134
Singapore,Keppel Bay Towers,"1.352083,103.819836",Employee Convenience Services,8272 Courtesy Transport Srvcs,1134
Singapore,Keppel Bay Towers,"1.352083,103.819836",Cleaning,0506 Trash Removal-Confidntl,1132
India,Baddi,"30.957826,76.791356",FM management & administration,5700 Other Admin Expenses,1129
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,5402 Prof Fees-Consltng Srvcs,1111
Thailand,Lad Krabang,"13.722049,100.784157",Grounds Maintenance,3402 Grounds - Walkway,1111
Australia,State Sales Offices,"-37.814107,144.96328",Employee Convenience Services,8270 ATM Machine Services,1109
India,Baddi,"30.957826,76.791356",FM management & administration,8200 Call Center,1109
Singapore,Jurong,"1.364434,103.775263",Catering,1910 Maint-Kitchen Equpt,1107
Australia,Port Melbourne,"-37.836926,144.94455",Grounds Maintenance,3402 Grounds - Walkway,1097
New Zealand,Avondale,"-36.894517,174.696524",Catering,8024 Catering - Hospitality,1093
Australia,Dandenong VDC,"-37.98746,145.214861",Catering,8024 Catering - Hospitality,1090
Singapore,Jurong,"1.364434,103.775263",Catering,8024 Catering - Hospitality,1072
India,Baddi,"30.957826,76.791356",Building Fabric,1100 Building Maint Services,1062
India,Mumbai EC,"19.030029,72.861308",Employee Convenience Services,8270 ATM Machine Services,1062
India,Mumbai EC,"19.030029,72.861308",Grounds Maintenance,3400 Roads/Grounds - Other,1062
Australia,South Wharf,"-37.824997,144.951999",Building Fabric,1100 Building Maint Services,1048
Singapore,Jurong,"1.364434,103.775263",Catering,8032 Vending,1047
New Zealand,Auckland DC,"-36.84846,174.763332",Document Management,8250 Records Mgt Services,1044
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,8200 Call Center,1044
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,5205 Corporate Allocations,1026
Australia,State Sales Offices,"-37.814107,144.96328",Building Fabric,1200 Bldg R/M-Elev/Escltr Mnt,1024
India,Mumbai EC,"19.030029,72.861308",FM management & administration,8121 Move Management Services,1024
New Zealand,Avondale,"-36.894517,174.696524",Employee Convenience Services,8272 Courtesy Transport Srvcs,1024
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,8126 Office Equipment Mgt,1013
Thailand,Lad Krabang,"13.722049,100.784157",FM management & administration,5000 Admin Support Services,1013
Australia,State Sales Offices,"-37.814107,144.96328",Grounds Maintenance,3100 Road/Ground-Landscaping,1012
Australia,South Wharf,"-37.824997,144.951999",FM management & administration,8121 Move Management Services,1000
Singapore,Jurong,"1.364434,103.775263",Grounds Maintenance,3402 Grounds - Walkway,999
Thailand,Lad Krabang,"13.722049,100.784157",Employee Convenience Services,8270 ATM Machine Services,999
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,8121 Move Management Services,994
Thailand,Lad Krabang,"13.722049,100.784157",FM management & administration,5700 Other Admin Expenses,994
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,5700 Other Admin Expenses,985
Thailand,Lad Krabang,"13.722049,100.784157",Grounds Maintenance,3500 Roads,985
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,5720 IT Maintenance,979
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,5402 Prof Fees-Consltng Srvcs,960
India,Baddi,"30.957826,76.791356",Employee Convenience Services,8245 Wellness Center Services,956
Singapore,Jurong,"1.364434,103.775263",Grounds Maintenance,3403 Grounds - Lighting,946
Thailand,Lad Krabang,"13.722049,100.784157",Employee Convenience Services,6100 Parking Operations,946
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,8121 Move Management Services,942
Australia,Port Melbourne,"-37.836926,144.94455",Grounds Maintenance,3400 Roads/Grounds - Other,934
Australia,Ringwood,"-37.814262,145.227386",Grounds Maintenance,3403 Grounds - Lighting,934
Thailand,Lad Krabang,"13.722049,100.784157",FM management & administration,8240 Stock/InvControl Services,934
Singapore,Jurong,"1.364434,103.775263",FM management & administration,8240 Stock/InvControl Services,923
